region_id,temperature,humidity,rainfall,wind_speed,season_trend
188,39.7,47.1,1788.0,33.7,Cold
189,32.0,93.9,2494.9,4.2,Cold
190,42.2,66.3,363.0,34.5,Wet
191,9.6,49.6,1000.0,27.7,Temperate
192,17.9,65.4,801.0,6.2,Wet
193,23.3,87.4,1282.9,4.5,Temperate
194,6.2,52.4,433.8,25.6,Wet
195,38.4,58.3,2175.5,25.8,Hot
196,7.0,93.9,333.9,20.0,Humid
197,8.0,28.2,1202.7,37.5,Hot
198,18.1,37.0,1906.6,26.8,Dry
199,38.6,46.8,1898.9,21.6,Humid
200,8.6,93.6,1564.5,34.4,Wet
201,33.4,34.3,929.7,21.5,Temperate
202,41.7,37.0,168.2,22.3,Wet
203,41.4,37.2,955.2,28.7,Humid
204,31.9,40.5,303.0,32.1,Humid
205,10.6,70.2,2486.8,11.5,Temperate
206,16.0,84.6,2072.1,7.8,Humid
207,30.9,21.7,2414.8,27.8,Humid
208,8.9,89.1,1748.2,3.0,Dry
209,31.1,47.0,1155.8,22.5,Hot
210,11.8,37.0,1052.5,31.2,Temperate
211,33.4,72.3,1703.2,30.7,Hot-Dry
212,32.3,57.5,457.3,3.4,Wet
213,40.2,42.3,1242.3,38.2,Cold
214,40.3,33.8,377.9,37.8,Humid
215,25.1,40.8,1050.1,38.4,Dry
216,16.2,60.8,711.6,36.9,Temperate
217,18.7,40.2,1161.5,15.1,Temperate
218,20.2,59.8,329.5,16.1,Temperate
219,10.0,88.1,1285.4,25.2,Temperate
220,13.0,88.4,1578.9,32.0,Cold
221,14.1,23.2,1453.6,9.0,Cold
222,29.0,57.9,295.2,16.1,Cold
223,41.5,27.1,1698.1,13.5,Humid
224,35.7,56.1,1469.4,17.5,Cold
225,28.6,39.5,1490.6,9.4,Temperate
226,37.5,94.6,481.0,20.5,Temperate
227,14.5,94.9,954.6,30.5,Hot-Dry
228,10.0,53.0,2319.7,6.5,Humid
229,15.8,94.2,1692.3,12.3,Humid
230,36.3,29.0,184.0,20.2,Humid
231,23.0,34.7,2295.4,16.0,Temperate
232,32.7,54.7,1789.6,39.8,Temperate
233,17.1,71.9,241.2,11.0,Dry
234,41.1,24.7,1909.2,6.5,Humid
235,23.4,91.2,925.8,36.1,Wet
236,41.6,51.6,1914.5,5.8,Dry
237,7.9,38.3,560.7,11.9,Hot
238,23.4,90.7,58.7,32.3,Humid
239,31.2,47.2,2041.2,38.8,Wet
240,5.1,35.6,1063.3,13.4,Temperate
241,34.6,84.7,1831.8,26.9,Dry
242,21.4,29.6,1831.9,17.3,Temperate
243,14.7,56.2,2138.8,39.9,Hot-Dry
244,31.8,53.1,879.7,2.9,Temperate
245,17.5,70.8,2066.4,22.4,Hot-Dry
246,14.0,64.2,2424.7,21.0,Hot-Dry
247,34.8,31.1,627.9,9.5,Humid
248,16.5,77.7,349.4,33.6,Temperate
249,15.4,67.5,885.7,29.0,Cold
250,39.9,29.5,1109.7,24.4,Temperate
251,22.1,92.8,613.8,18.0,Cold
252,44.4,48.1,1882.9,15.6,Cold
253,30.4,81.2,1512.6,32.0,Hot
254,8.2,45.0,1861.5,8.5,Humid
255,12.6,58.8,130.5,24.4,Dry
256,33.5,91.3,690.9,13.2,Temperate
257,6.8,76.8,1319.5,19.4,Cold
258,15.6,25.5,78.5,39.5,Temperate
259,29.2,79.0,2037.2,13.3,Hot
260,19.5,62.5,787.9,9.5,Wet
261,20.0,23.1,1911.2,8.6,Wet
262,42.1,95.0,1903.5,7.3,Dry
263,35.7,59.9,365.5,30.2,Hot-Dry
264,15.0,33.8,1319.5,37.1,Hot
265,9.0,93.5,623.6,22.0,Wet
266,23.8,32.3,1214.2,11.8,Wet
267,9.5,73.6,1937.5,15.2,Dry
268,17.3,38.3,775.5,14.3,Hot-Dry
269,39.7,85.7,1019.6,21.4,Dry
270,9.2,83.1,1538.1,6.5,Cold
271,27.4,31.5,736.7,12.2,Temperate
272,11.7,83.2,618.0,18.0,Wet
273,16.0,85.9,901.1,29.9,Cold
274,28.0,43.8,734.4,16.5,Humid
275,8.9,70.9,1036.2,15.2,Wet
276,25.5,87.0,1581.7,31.5,Cold
277,19.3,73.2,2193.8,3.4,Hot
278,32.1,24.4,1602.2,24.7,Wet
279,5.7,32.6,305.8,38.5,Hot-Dry
280,34.8,33.1,2102.7,8.5,Hot
281,21.2,92.5,928.0,17.7,Hot
282,34.1,94.2,1926.2,12.1,Humid
283,18.9,70.5,359.9,21.9,Wet
284,12.7,51.9,236.1,39.1,Cold
285,41.5,64.8,1900.5,24.7,Humid
286,25.5,66.9,1735.2,2.8,Hot
287,12.3,24.8,2494.6,15.2,Dry
288,29.8,42.3,579.2,25.1,Humid
289,18.8,76.7,2065.1,17.2,Dry
290,37.2,65.8,1472.1,34.4,Temperate
291,18.7,92.1,1634.9,38.4,Hot-Dry
292,34.8,73.5,540.5,20.8,Cold
293,21.5,65.1,1404.2,24.3,Dry
294,23.1,70.1,1263.2,18.0,Dry
295,7.6,76.6,1697.9,36.9,Humid
296,29.7,34.7,361.6,19.6,Hot-Dry
297,37.3,69.8,991.7,11.1,Cold
298,33.8,83.0,2330.1,17.0,Wet
299,44.5,34.5,1268.8,19.8,Hot-Dry
300,12.1,61.7,227.9,7.7,Dry
301,29.3,62.6,356.8,35.8,Hot
302,9.7,50.1,2077.2,17.2,Cold
303,25.0,87.6,1735.3,14.3,Dry
304,42.4,84.9,427.5,16.6,Dry
305,33.8,72.0,678.4,13.6,Temperate
306,30.8,50.9,775.6,27.4,Humid
307,12.8,81.0,727.8,6.8,Temperate
308,34.5,72.4,1183.6,14.3,Cold
309,44.9,63.7,286.9,5.3,Hot-Dry
310,24.1,27.0,478.0,15.2,Hot
311,43.0,66.0,1329.1,26.5,Dry
312,7.5,26.4,1611.5,39.7,Hot-Dry
313,26.1,92.2,1262.1,2.1,Dry
314,11.6,57.2,2339.2,35.7,Cold
315,30.4,80.3,1752.6,37.4,Hot-Dry
316,43.8,68.6,555.5,10.5,Wet
317,16.8,62.5,1038.1,22.4,Wet
318,37.8,79.4,845.8,34.1,Humid
319,44.1,66.0,1233.8,17.1,Dry
320,15.5,68.8,407.4,22.6,Humid
321,39.4,65.9,1789.1,13.0,Dry
322,10.5,36.3,1490.3,6.3,Hot
323,34.5,83.1,1218.5,11.3,Hot-Dry
324,23.4,32.4,2462.5,12.9,Humid
325,37.9,53.5,1030.2,27.1,Hot-Dry
326,21.8,21.3,1915.7,27.6,Temperate
327,37.3,22.5,1520.7,14.2,Dry
328,36.9,70.4,2283.0,20.9,Humid
329,26.0,47.4,1111.0,27.3,Hot
330,21.4,63.7,2325.7,19.3,Humid
331,5.8,87.0,1007.9,21.8,Humid
332,32.8,35.9,2417.2,22.2,Temperate
333,12.3,76.6,422.3,18.9,Dry
334,38.0,71.8,1884.1,28.1,Temperate
335,31.4,39.7,2499.3,23.1,Hot-Dry
336,18.4,50.7,482.3,24.5,Dry
337,14.7,28.5,300.8,16.7,Dry
338,33.9,90.1,2335.2,38.0,Cold
339,6.1,63.9,2255.8,5.5,Wet
340,28.9,72.2,1290.9,14.6,Wet
341,25.5,69.3,2059.5,20.8,Wet
342,43.5,48.8,1957.9,25.1,Hot
343,33.4,21.4,921.5,32.3,Dry
344,22.0,61.2,797.0,14.5,Cold
345,5.9,48.9,1397.2,30.3,Temperate
346,31.3,90.7,108.0,2.2,Cold
347,20.3,48.9,2363.4,9.4,Hot
348,8.5,62.4,485.7,15.4,Dry
349,30.4,86.5,1969.5,33.5,Humid
350,11.3,53.2,1969.7,8.4,Hot-Dry
351,24.2,60.6,1806.0,25.3,Cold
352,22.7,39.1,515.0,18.2,Hot
353,18.7,32.4,1039.2,15.1,Temperate
354,11.9,36.5,211.8,22.6,Wet
355,32.0,47.9,298.2,11.7,Cold
356,42.8,83.9,447.2,3.1,Temperate
357,18.1,86.4,1294.7,3.1,Wet
358,13.3,60.6,279.5,5.9,Temperate
359,17.1,29.5,1021.9,29.8,Humid
360,18.0,91.5,730.0,6.6,Cold
361,29.6,94.1,1600.3,9.8,Humid
362,34.7,55.3,2257.2,12.5,Humid
363,39.3,50.9,226.5,22.3,Wet
364,29.8,66.1,854.6,22.1,Hot-Dry
365,19.8,33.4,878.9,38.5,Wet
366,38.6,57.3,2268.0,34.4,Hot
367,36.7,47.5,251.2,30.9,Humid
368,38.2,75.9,996.8,20.6,Wet
369,41.5,92.7,1262.7,17.3,Temperate
370,39.6,37.3,2030.5,11.4,Cold
371,29.9,74.2,2299.0,21.8,Dry
372,24.2,53.9,937.6,7.9,Cold
373,34.8,86.3,1127.1,33.4,Cold
374,11.7,27.5,815.3,33.3,Humid
375,31.6,40.8,453.3,2.3,Hot-Dry
376,40.6,27.5,314.6,34.3,Dry
377,30.8,91.8,2181.8,9.1,Dry
378,7.3,29.8,2213.6,25.8,Humid
379,9.8,91.5,2477.1,37.5,Dry
380,14.3,24.7,2125.9,26.8,Wet
381,25.8,48.5,735.6,13.9,Humid
382,20.4,37.9,1180.0,36.5,Wet
383,44.4,66.6,1228.2,34.3,Hot-Dry
384,19.6,65.4,2387.6,38.1,Wet
385,32.6,63.6,681.9,27.4,Wet
386,10.2,56.1,1230.7,26.4,Dry
387,6.9,56.5,1677.7,36.0,Hot-Dry
388,30.3,36.5,2470.5,34.1,Dry
389,18.5,83.0,1190.7,22.6,Cold
390,40.0,95.0,2315.0,16.3,Dry
391,14.6,65.0,1026.8,30.2,Dry
392,44.0,21.3,104.9,29.0,Hot-Dry
393,5.9,30.5,1264.8,13.6,Hot
394,5.7,66.0,2226.8,33.3,Temperate
395,25.6,51.7,125.5,28.8,Humid
396,6.5,59.9,478.4,29.9,Wet
397,39.0,46.1,928.8,25.1,Cold
398,23.4,50.7,2319.3,30.6,Hot
399,37.1,51.1,2047.6,5.0,Temperate
400,23.9,39.3,244.6,34.9,Temperate
401,38.0,24.0,162.6,20.9,Dry
402,6.5,87.9,2163.1,15.7,Dry
403,22.9,52.5,664.7,10.3,Hot
404,30.1,44.4,324.1,18.5,Hot
405,38.5,55.7,1858.4,31.8,Temperate
406,5.6,64.7,1299.8,4.7,Dry
407,25.7,39.0,657.4,11.5,Temperate
408,33.2,89.7,1581.2,2.6,Hot
409,30.3,82.6,542.0,31.4,Cold
410,33.4,76.9,2439.9,35.9,Humid
411,34.8,77.7,1898.4,14.1,Humid
412,20.3,91.4,1657.3,16.8,Hot-Dry
413,9.9,39.7,1479.0,3.7,Hot-Dry
414,14.7,59.2,228.8,25.0,Hot-Dry
415,13.7,84.3,1448.9,30.0,Dry
416,33.0,87.5,2079.3,33.5,Dry
417,19.6,20.7,1512.9,31.3,Wet
418,34.3,39.7,157.5,18.2,Temperate
419,11.9,73.5,2283.7,22.8,Temperate
420,39.7,61.5,143.0,29.0,Hot
421,37.0,66.8,1347.2,16.1,Temperate
422,27.3,31.8,2331.9,15.5,Temperate
423,22.7,56.8,1759.0,9.6,Wet
424,41.0,57.9,372.0,12.5,Temperate
425,5.2,85.1,2384.4,39.8,Humid
426,25.2,80.8,709.4,36.7,Hot
427,43.9,56.4,467.7,35.8,Humid
428,20.7,25.4,1739.2,12.0,Wet
429,35.0,47.0,925.8,39.6,Hot
430,5.8,40.6,378.2,23.9,Wet
431,30.8,72.1,1124.3,22.8,Hot
432,13.7,21.5,1054.8,3.5,Cold
433,16.1,82.4,385.2,16.9,Dry
434,30.6,72.3,1044.1,7.9,Temperate
435,13.3,29.9,90.5,38.2,Temperate
436,10.3,66.3,378.4,26.7,Humid
437,22.2,23.6,396.6,16.0,Dry
438,26.8,33.0,2163.8,6.5,Hot
439,43.8,55.5,1759.6,13.3,Wet
440,15.9,27.9,1034.8,29.4,Dry
441,23.8,59.0,361.4,11.4,Humid
442,43.3,85.9,1368.8,6.9,Dry
443,42.7,37.3,2415.8,39.7,Dry
444,22.5,72.8,2105.6,6.4,Hot-Dry
445,10.4,70.6,1798.7,21.2,Cold
446,17.7,25.5,1227.6,5.7,Cold
447,26.5,87.6,2276.0,26.2,Dry
448,11.4,76.6,244.6,24.8,Temperate
449,42.7,86.8,2284.4,12.8,Humid
450,8.6,28.7,416.3,36.2,Humid
451,9.1,65.7,1607.5,16.3,Wet
452,10.6,63.9,2017.7,25.8,Hot
453,34.5,24.5,2476.6,3.6,Wet
454,32.5,28.1,1083.2,3.7,Cold
455,31.6,94.3,1778.0,26.2,Dry
456,38.9,79.3,2119.6,22.6,Wet
457,27.1,67.4,728.6,23.9,Wet
458,40.6,39.8,774.7,16.0,Hot-Dry
459,39.3,66.9,140.9,34.5,Hot
460,30.5,83.0,922.1,17.5,Wet
461,42.7,54.8,1336.9,25.8,Hot-Dry
462,34.0,39.8,853.6,8.2,Wet
463,21.4,27.8,836.1,34.5,Cold
464,35.8,39.7,677.1,18.6,Dry
465,14.9,84.7,1915.8,39.3,Temperate
466,18.0,93.5,1280.9,4.1,Hot
467,17.6,71.2,2363.3,5.9,Dry
468,19.4,86.8,1845.5,15.9,Wet
469,36.4,60.9,2370.4,20.3,Hot
470,19.7,46.4,524.9,14.9,Dry
471,40.0,49.2,714.9,32.0,Hot-Dry
472,22.0,61.2,1522.1,22.3,Cold
473,26.2,32.7,811.7,2.6,Cold
474,10.5,51.3,276.9,23.3,Humid
475,15.9,55.5,2097.8,8.8,Hot-Dry
476,23.6,71.1,499.2,19.4,Hot
477,34.1,62.3,2101.4,33.7,Dry
478,19.1,81.0,1215.6,6.6,Dry
479,21.5,83.1,1564.6,25.9,Hot-Dry
480,12.5,31.8,1475.6,30.0,Humid
481,19.8,73.9,1795.0,24.5,Hot-Dry
482,25.9,85.6,1053.6,36.5,Cold
483,21.7,56.9,1223.0,16.2,Wet
484,38.5,58.0,1319.2,7.9,Humid
485,7.6,70.5,554.9,4.0,Humid
486,42.6,30.5,1512.5,10.8,Temperate
487,23.6,88.8,1408.7,23.2,Dry
488,40.1,27.1,649.0,18.7,Dry
489,22.3,31.4,1802.2,19.3,Hot-Dry
490,41.0,79.5,1973.9,33.4,Hot
491,37.5,59.8,347.0,8.9,Wet
492,44.0,33.5,116.0,27.0,Hot-Dry
493,31.1,70.0,2233.7,15.9,Temperate
494,20.5,41.6,1774.0,23.9,Cold
495,9.3,93.3,642.8,23.4,Hot
496,36.2,34.4,869.2,28.0,Humid
497,44.5,94.8,371.2,4.9,Cold
498,32.6,80.4,2378.0,10.7,Wet
499,28.6,41.4,1977.1,3.6,Dry
500,37.8,83.2,1852.6,18.4,Wet
